Area ,Price,Bedrooms,Bathrooms
1150,200000,1,3
1190,200000,3,4
1320,196500,5,1
930,190000,1,4
1090,152000,1,1
890,150000,4,1
3420,1990000,4,1
3250,1410000,4,3
2020,1390000,2,2
1730,1390000,1,4
2160,1340000,3,3
3060,1250000,1,1
1670,1150000,2,3
3990,1080000,1,3
3450,1050000,5,1
2040,1030000,4,3
3460,971971,5,2
1750,937000,3,1
4040,910000,5,1
2470,900000,3,2
4230,879000,1,1
1870,827000,4,4
3060,826000,2,3
2270,815000,4,2
1310,815000,2,1
1600,805000,1,1
2080,800000,4,3
2990,800000,3,4
2300,782900,1,4
1920,775000,4,1
2660,772650,2,3
1980,760000,3,4
2100,755000,4,2
1750,750000,4,2
1810,725000,3,3
3100,710000,1,4
2590,695000,1,1
1860,690000,2,4
2770,675750,4,4
1490,670000,4,1
2670,669950,1,4
1160,669000,4,4
2260,667000,1,3
2480,663000,2,1
860,663000,2,1
1210,660000,3,1
970,638000,4,2
1760,626000,3,4
2740,620000,4,4
2460,620000,5,2
2910,600000,1,2
1420,580000,1,4
2690,575000,3,3
2110,568000,2,1
1610,563500,4,3
1510,560000,4,1
3640,555000,1,2
2150,550000,4,3
2410,537000,5,1
2330,530000,5,1
3030,525000,5,1
1590,518500,1,1
1440,495000,2,2
1520,475580,5,4
1240,471000,2,1
1210,460000,1,4
1300,460000,3,4
2830,451000,3,1
1530,450000,5,1
700,450000,1,3
1080,446000,1,1
1770,440000,2,1
1390,440000,1,4
1220,440000,3,3
2250,440000,2,2
1510,435000,3,4
2370,429900,2,4
2100,424000,2,4
1444,420000,4,1
1170,415000,3,3
2490,414000,2,4
2220,405000,4,2
620,402000,3,4
3060,399000,1,3
1100,390000,4,4
1610,385000,4,1
1850,370000,3,4
2280,365000,5,3
1940,359000,4,3
2450,358000,4,1
1400,357250,4,3
1280,354950,5,3
2580,354000,5,4
1780,350000,1,2
950,339000,5,2
1769,334888,5,3
1200,330675,5,4
1150,329950,4,3
950,320000,2,3
1550,320000,5,3
1140,315000,4,1
2430,310000,1,3
1530,302000,3,3
1780,300000,5,1
930,290000,5,2
2260,289659,2,1
1010,285000,4,4
2070,280927,2,4
1580,279900,5,1
1600,270000,4,1
1780,270000,2,1
1650,268000,4,1
1090,267000,3,3
1470,254600,1,3
1740,254000,1,3
1090,253500,4,2
1230,252750,3,2
1900,252500,2,1
1120,249900,4,3
1140,243800,4,1
1200,240000,2,2
1330,235867,2,3
1300,235000,2,3
1060,230000,3,3
1590,225500,2,3
970,225000,4,2
1600,224000,4,4
1500,224000,1,2
1660,220000,1,4
1090,219500,5,2
1390,216500,1,1
720,210000,1,2
920,202000,1,2
1260,200500,1,3
1220,177500,1,4
1080,164950,5,1
960,150000,2,1
6640,1820000,4,3
2520,1620000,5,1
2750,1200000,1,4
3320,1050000,1,2
1670,1020000,3,2
3610,982000,2,1
2310,755000,1,1
2300,750000,2,3
2630,738000,2,4
1650,735000,2,3
1040,735000,3,2
3580,725000,4,2
1030,718500,1,1
1540,710000,1,1
2440,710000,2,4
1400,700000,1,4
3190,687500,1,1
1250,672500,4,4
1110,665000,3,1
2610,665000,3,3
1490,661500,1,1
2540,652500,5,3
2770,641000,2,2
1880,602000,4,1
1730,589500,4,3
980,561500,4,2
2710,560000,2,1
4150,550000,5,4
1710,530000,4,1
840,528000,1,1
1090,523460,2,3
1100,516500,5,1
1200,504200,5,1
1520,500000,1,4
1440,500000,5,3
2230,490000,3,1
2790,483453,2,4
1500,480000,3,1
2990,469900,5,2
3060,465000,1,3
1380,464900,2,4
1290,460000,1,3
2530,459000,2,2
1550,453000,2,1
1320,447000,5,1
850,430000,4,1
2432,427000,1,2
1520,425000,1,3
1380,417000,4,1
1860,415000,5,2
1060,415000,1,2
2600,415000,4,1
1400,410000,4,3
2710,410000,1,1
2570,399950,4,1
800,397000,2,1
3000,394000,1,3
1890,355000,1,2
1330,355000,3,4
2040,355000,1,1
1180,350000,4,4
1280,342000,5,1
1610,330000,4,3
2400,327000,1,1
2570,320000,5,3
2090,315000,4,3
1590,300000,5,1
700,295000,1,2
1350,288790,4,1
910,285000,3,2
690,280000,4,3
1320,279000,3,2
720,275500,4,4
700,260000,1,1
1650,259500,3,4
1715,257500,3,3
1720,255000,2,3
1670,246950,1,4
1400,235000,4,2
1950,235000,2,4
1070,235000,3,1
1390,234000,5,1
1010,230000,5,1
1110,229800,3,1
910,221000,1,2
1220,215500,5,3
940,212700,5,2
970,209950,1,3
1020,195000,2,3
900,191000,3,4
810,170000,1,1
1060,140000,1,1
2460,1600000,4,1
2140,1080000,1,1
1430,699900,4,3
880,650000,2,1
3130,598000,3,1
1620,585000,5,1
1160,475000,3,3
1140,470000,5,3
1200,339900,1,4
1200,314500,4,3
1370,300000,2,3
1040,234000,4,1
1910,230000,5,4
2120,835000,3,4
840,530000,1,2
2120,402000,1,1
1240,397000,2,1
1610,345000,3,1
1300,325000,5,1
1800,265000,5,1
4350,2070000,5,2
3710,1930000,5,4
3410,1730000,2,3
4390,1510000,1,2
1590,1310000,2,3
2200,1230000,2,3
2120,1200000,2,2
2810,1170000,2,3
3330,1100000,2,2
1610,972000,4,3
3530,963000,4,1
3670,950000,4,4
1780,935000,4,2
1570,896000,4,3
3560,882566,1,3
2320,880000,3,1
1800,875000,1,1
1830,850000,1,2
3500,780000,2,3
1950,765000,4,4
3300,760000,4,2
1520,669500,2,2
2550,635000,2,3
1470,570000,5,3
2070,560000,3,4
1220,550000,3,2
1500,550000,4,3
1180,544000,1,3
1180,535000,1,4
1980,530000,1,4
2600,515000,1,4
3720,500000,4,1
1640,492650,5,4
1440,491950,2,1
1470,491500,3,2
1920,490000,4,1
1890,480000,2,4
2400,461000,5,1
1010,457000,3,3
2960,449000,2,1
1470,445800,3,3
990,441000,2,3
1810,439000,5,3
2290,436500,3,4
970,435000,5,4
1090,427500,3,3
1510,419000,1,3
1010,410000,4,1
2320,408000,2,2
870,406500,4,1
2570,397500,3,3
1300,385000,1,1
2700,383962,3,4
1320,370000,5,4
2140,359500,3,2
1370,355000,4,4
960,349810,1,1
970,345000,1,3
2280,345000,4,3
2230,337000,3,4
2340,330000,1,3
2310,327500,1,4
1010,308000,2,4
960,300000,1,3
1760,289950,3,1
1830,285000,2,3
1260,265000,5,3
960,263400,4,2
1410,263000,1,1
940,255000,4,4
1440,250000,1,3
950,248000,2,3
860,245000,4,2
1068,243000,1,2
900,235000,2,3
1200,170000,4,1
930,100000,2,3
4320,3800000,5,1
1840,2370000,4,4
3390,2300000,3,4
3070,1700000,1,3
2240,1640000,3,2
2130,1570000,3,1
3170,1360000,5,3
2510,1300000,3,2
2790,1200000,3,4
3340,1150000,3,1
2510,1110000,2,2
3260,1080000,1,4
4570,1060000,2,1
3770,1020000,1,3
1500,1010000,2,3
2130,955500,1,2
2550,952500,5,4
5190,925000,4,2
4080,920000,4,2
3840,875000,4,1
2200,850000,4,4
3990,825000,1,1
2880,820000,3,3
2500,808000,1,3
3530,800000,5,1
3290,739900,1,2
1530,730000,1,3
1780,729032,2,2
1860,725000,3,4
2375,712000,5,3
2620,695000,4,4
1680,695000,1,2
2600,691500,3,2
1970,660000,5,1
3350,650000,5,1
1540,640000,3,1
2220,629800,2,2
1440,620000,1,1
1700,616000,4,3
2510,600000,4,1
1580,600000,2,3
910,600000,1,2
1820,595000,3,2
910,590000,4,4
1630,581000,5,1
2200,580000,4,4
2590,570000,1,3
1410,563000,2,2
2440,548000,4,4
1010,545000,3,4
1400,540000,4,1
1180,540000,2,1
1420,535000,5,4
3260,530000,5,3
1040,525000,4,3
2010,515000,5,4
1050,515000,4,4
1750,510000,2,4
1190,507500,3,1
1100,505000,5,1
1600,502000,4,3
850,500000,2,3
2180,500000,5,4
2910,499990,2,1
2090,485000,2,1
1430,485000,5,2
1710,482000,3,3
1640,478000,2,4
1590,476000,5,4
940,460000,2,4
850,459500,5,3
1110,452000,3,4
1400,450000,1,3
2280,445000,1,1
2530,435000,2,4
1180,433000,5,4
2300,431000,4,2
1300,425000,1,2
1950,425000,1,3
2530,417838,4,1
1580,406000,5,4
800,402500,3,3
1000,401000,4,3
2701,399895,2,3
2240,392000,5,4
1040,382500,2,3
1800,375000,5,1
860,370000,4,1
2080,357500,1,2
1270,349500,4,2
1080,345000,1,4
1460,337000,5,4
950,332888,5,4
1080,330000,5,3
1300,328950,5,2
1830,321000,4,3
2050,314500,5,2
1150,307000,3,1
1660,300000,2,4
1340,300000,4,2
2303,300000,5,3
1090,280000,5,1
370,276000,1,3
1970,274900,5,2
770,260000,2,1
1300,260000,5,3
1190,245000,2,2
1770,241000,3,2
1620,219950,5,3
1400,217500,5,1
1170,205000,5,3
590,202000,2,4
900,174000,5,2
1200,165050,4,1
820,102500,1,3
8020,3300000,5,2
4080,2290000,1,1
4040,2270000,4,1
3040,2150000,2,3
2610,1410000,4,4
2610,1300000,4,1
1680,1080000,2,1
2610,1050000,5,3
1440,1040000,2,3
3050,989000,3,3
3120,915000,1,2
1330,895000,1,4
1880,860000,4,4
2550,851000,4,3
1860,811000,5,1
2890,795000,2,3
1320,782000,5,1
1100,736000,4,1
2020,732000,3,3
1630,723000,3,4
2180,720000,2,4
2490,700000,3,4
1760,690000,1,2
1450,675000,1,4
1720,660500,1,1
2090,659000,2,2
1370,645000,5,1
1410,630000,4,3
1540,625000,1,3
1530,605000,3,3
1520,605000,5,1
1110,600000,3,3
1810,599950,3,2
1200,580000,1,3
1590,575000,4,4
1660,575000,4,1
1880,567500,1,1
1840,552000,4,2
1430,550000,2,3
1340,545000,4,1
1320,540000,4,4
1390,535000,5,2
830,525000,5,1
1090,520000,2,1
1470,519000,1,4
770,512031,3,4
900,496000,3,4
3700,489000,4,3
1540,484998,3,4
1550,481015,5,1
1470,480000,5,2
2160,480000,5,3
2040,475000,1,4
1850,475000,5,3
1050,475000,5,4
2620,475000,2,1
1260,453000,4,1
1900,435000,1,1
1520,415000,1,4
2370,411000,4,3
3002,394500,1,4
1500,389000,2,3
1730,355000,4,2
2450,345000,5,3
1954,340000,3,4
1840,339950,5,3
830,334500,1,4
2105,330000,2,2
2120,329950,4,4
700,310000,5,1
2242,309780,4,2
1360,305000,1,3
1010,305000,3,4
1010,300000,1,2
1520,275250,2,3
1450,274500,1,1
800,265050,3,1
1940,265000,5,1
1580,262000,4,1
1620,260000,4,4
2050,256000,5,2
1430,255000,4,2
1680,255000,4,4
940,253000,3,2
1520,250000,3,3
1200,250000,4,4
1110,223000,1,2
1090,185000,2,4
1780,175000,2,1
1050,123000,3,2
4000,2350000,2,4
3930,1880000,4,1
2360,1760000,3,3
2150,1630000,2,4
2540,1200000,4,4
3580,1150000,1,2
2110,1140000,2,4
3160,1130000,2,1
5070,1100000,4,2
4110,1040000,5,4
4370,1030000,4,2
2730,1020000,2,1
2980,1010000,4,4
2520,975000,4,4
2490,940000,2,1
2430,850000,2,4
2470,850000,4,3
4930,835000,2,4
3150,815000,1,2
1520,810000,4,1
2080,715000,5,4
1380,650000,5,3
1980,640000,3,1
1980,633000,5,3
1430,610000,1,2
1630,609000,2,2
1420,605000,1,1
2610,605000,4,1
3000,600000,5,1
1490,588000,3,2
1410,575000,3,3
1430,565000,2,1
2950,554950,4,4
1730,554729,1,1
1240,529950,4,1
2590,519995,3,4
1390,515000,2,2
1930,509000,5,2
3316,490600,5,1
1530,474000,4,4
2250,445838,1,4
1300,439990,4,3
1030,430000,2,1
1400,425000,4,3
1700,410000,2,2
1120,405500,1,2
1300,400000,3,4
900,399900,3,3
1360,395000,2,2
2640,395000,2,2
1900,390000,3,1
860,370000,2,3
870,357000,1,1
2040,345000,2,4
2300,342000,5,2
1390,341000,3,1
1470,340000,5,1
930,312500,1,1
1610,304900,4,1
1190,295950,4,4
1440,290000,3,2
1520,288000,4,1
2270,285000,2,2
1890,280500,3,3
1020,267000,4,3
1180,265900,5,4
1020,265000,1,1
1200,264500,5,2
920,255000,5,2
1770,250000,4,1
1570,240000,1,3
1200,220000,3,3
1050,198000,2,1
660,100000,4,2
1300,625000,3,1
2320,600000,3,4
2260,1740000,3,2
2700,1200000,2,2
2110,825000,1,2
1750,671000,3,4
1390,499000,1,2
1030,459500,1,4
2020,1280000,1,1
1090,625000,3,4
1480,395000,1,3
2550,1640000,1,4
2710,1450000,5,3
5430,1360000,3,3
2360,1300000,2,4
3870,1280000,5,4
3540,888550,3,4
1820,875000,2,2
2680,870000,2,4
3990,866000,5,4
3595,861990,4,3
1690,821000,4,1
1400,780000,3,4
2500,775000,3,1
2350,747500,1,3
2030,685000,3,1
1880,681000,4,3
2330,680000,4,1
2620,670000,5,3
2860,670000,4,2
1400,665000,2,1
2690,645000,3,4
1910,631500,4,4
1690,593000,5,1
1860,588000,2,3
2400,575000,4,2
1390,570000,4,2
820,570000,2,3
790,558000,1,2
1640,555000,5,3
1260,548800,4,2
2040,542500,2,1
2590,538250,1,1
1030,536000,4,1
870,530000,1,1
1500,527000,3,3
1420,510000,1,3
3030,509900,3,3
940,505000,1,3
850,500000,3,3
1720,500000,5,2
1910,494815,1,1
1290,494000,4,4
2286,481000,5,1
1130,480000,1,3
1490,475000,5,1
1990,450000,3,1
1480,450000,2,1
1240,445000,4,2
1650,443000,1,1
1490,437500,3,3
2220,437000,3,2
1540,420000,2,3
1450,410000,3,2
2340,404950,5,3
1920,391500,5,2
1190,382500,4,1
1536,378000,1,4
1260,374000,4,1
1590,373000,5,4
1800,360000,3,3
2370,351999,3,1
1450,339000,4,3
800,335950,2,4
2250,328000,3,4
910,320000,3,1
1270,320000,5,3
1120,320000,2,2
2200,300000,1,4
930,300000,4,1
2090,300000,5,2
1520,296475,5,1
1940,295000,2,2
1640,295000,2,1
1995,266000,3,1
1190,245000,5,3
1390,230000,3,4
1140,230000,3,4
1230,229500,4,2
960,215000,5,4
1180,209950,1,2
1100,199990,5,1
1190,195000,1,4
820,170500,4,4
5180,2460000,4,2
3690,2180000,4,1
2150,1680000,2,3
2890,1570000,1,4
3150,1210000,4,2
2850,1200000,2,4
3830,1150000,1,2
7320,1140000,1,3
2790,1130000,2,1
2390,1120000,3,3
2360,1090000,1,1
4740,1050000,3,4
1500,1050000,1,3
3130,999000,2,1
2950,970000,2,4
1750,950000,5,4
3180,900000,5,2
2310,890000,4,3
3110,875000,1,2
2726,819000,2,4
2750,812000,1,3
2700,810000,1,2
1750,789900,2,1
3440,782000,5,2
1690,780000,3,3
3010,765000,4,2
3090,760005,3,3
2410,720000,5,4
2370,711600,2,3
1600,695500,4,2
3220,690000,4,4
2610,674600,1,2
2830,673000,2,3
1880,650000,5,2
2850,645000,4,2
2290,630000,4,4
2050,623000,1,2
1170,613000,5,4
1440,600000,1,3
2250,600000,5,3
1330,599000,2,2
1570,592350,4,1
2630,585000,4,1
1490,580000,1,4
1520,580000,5,4
1450,568000,3,3
1330,560000,3,2
1820,557500,2,3
1720,550000,3,1
1070,542000,3,4
1595,530000,1,3
1550,527700,2,2
960,517000,4,3
1810,513000,1,3
1370,485000,2,1
860,480000,2,1
1340,479000,5,4
2530,469950,2,4
1830,468000,4,3
2620,460000,2,4
1910,458400,4,3
3440,455000,4,3
2680,449990,4,1
1860,440000,2,2
2570,439000,3,1
1270,438000,1,4
1320,435000,4,3
2150,435000,3,4
830,430000,3,3
880,427550,1,4
1920,415000,3,4
940,412000,2,4
1220,410000,2,2
2560,410000,2,2
1320,410000,1,3
1010,405000,4,3
1360,399500,5,3
1180,390000,3,1
2090,383000,2,2
1564,380000,2,1
2860,378500,2,4
1130,375000,2,4
980,371500,4,1
1570,370000,4,2
1030,368000,3,4
1810,362000,5,2
1210,357562,2,2
3000,355000,2,2
2120,340000,2,3
2760,336000,1,3
2530,336000,2,4
2538,335606,5,4
2250,333490,4,1
1720,332000,4,2
1330,330000,3,1
1060,326500,3,4
800,325000,2,1
810,325000,1,2
1180,320000,2,3
720,315000,4,3
1920,308950,2,4
2200,300000,4,1
1150,300000,4,2
1910,293000,1,1
1520,292600,2,3
770,277000,3,2
1400,267000,2,1
1050,255000,4,4
1140,250000,3,2
1090,249000,2,2
1390,245000,4,2
1600,245000,5,2
1670,235500,3,4
1020,235000,1,2
1460,232000,1,4
1200,228950,2,1
960,210000,2,2
1070,210000,4,2
1180,205000,2,1
1320,201500,3,3
910,190000,3,2
800,183500,2,4
850,165000,1,4
1350,160000,3,2
1400,148226,2,4
630,148000,4,1
1150,115000,2,2
4290,2680000,2,2
4260,2320000,1,4
3930,1680000,4,2
2360,1470000,2,1
2260,1360000,3,3
2030,1250000,2,3
4010,1240000,4,3
4260,1070000,2,4
4440,1040000,4,3
4030,989000,1,4
1540,900000,3,2
2783,840000,1,1
1000,810000,3,4
3300,760000,4,2
1340,759000,1,4
3020,750000,3,3
2210,749950,3,2
2820,749000,3,3
2100,749000,3,1
2150,741500,2,2
3360,740000,3,2
2320,737500,4,2
2290,737000,4,3
3050,734950,5,1
3350,720500,4,3
1410,700000,3,3
2550,696000,2,1
3710,692500,4,2
980,680000,3,2
1780,679000,3,1
1240,660000,3,2
2510,660000,4,3
3510,659950,5,1
3080,635000,4,4
1710,630000,4,1
1600,625000,2,2
2160,625000,2,2
1500,624800,3,4
2630,610000,5,2
1830,599950,1,2
1880,599000,1,3
2760,595000,3,3
2720,594950,3,2
1680,590000,3,4
2600,583000,3,4
1020,580000,5,3
3080,570000,3,2
1770,569000,4,3
2500,565000,4,3
2570,561000,4,2
1960,560000,1,1
1010,560000,4,4
1270,550000,4,1
1110,550000,2,2
1440,550000,5,2
2760,545000,3,3
3010,538000,2,3
1790,530000,2,3
1640,525000,3,4
1710,525000,3,4
3670,525000,1,4
1490,507000,1,3
1350,498800,4,3
2660,495000,4,4
2540,487000,2,1
3560,486000,3,2
1390,480000,3,1
1530,470000,2,1
1240,468000,4,3
1980,463000,4,2
1930,450000,5,4
1460,450000,2,2
1920,443000,3,2
1270,440000,5,4
2550,435000,1,3
1020,425000,4,4
1510,420000,4,4
1840,415000,5,4
2450,412000,2,4
830,410000,3,1
2480,409124,2,4
1760,400000,4,3
1320,399950,5,3
930,395000,4,4
1970,395000,5,4
780,380000,3,3
1530,379000,4,2
1390,374950,4,1
1080,359000,5,3
1590,356000,2,3
1600,340000,3,4
1370,335500,1,3
730,321500,4,2
1460,310000,1,4
1300,309000,1,3
1010,306000,5,2
1800,305000,3,4
1190,300000,3,2
1460,299880,1,3
800,295000,2,1
1950,290000,3,4
1010,287000,3,1
1130,284000,2,4
1500,284000,4,1
2030,275000,3,1
1200,275000,1,1
1660,270000,3,3
1120,252000,5,1
990,250000,2,3
1610,245000,2,1
1460,237950,1,1
1140,232500,3,2
1170,229000,4,3
990,226550,5,4
1860,215000,4,4
1770,215000,3,2
1200,215000,3,3
840,187000,3,1
1600,154950,3,2
490,150000,3,4
960,137124,4,2
3580,1980000,3,3
3140,1910000,5,1
3730,1610000,3,2
6070,1550000,5,4
4170,1330000,5,2
2850,1250000,2,3
1800,958000,5,4
1760,880000,5,3
3360,879000,4,3
2960,875000,5,3
3480,860000,2,2
2310,850000,5,2
3860,847700,4,3
3840,840000,5,2
1700,800000,4,2
1370,797000,4,2
2480,775000,4,3
1610,770000,3,2
2130,749000,3,4
1350,740000,4,2
2820,735000,2,2
1010,725000,2,4
1690,725000,4,4
3340,720000,4,3
1810,713400,5,4
1870,710000,5,3
2400,695000,2,3
960,675000,3,2
2390,675000,5,3
1280,670000,3,3
1510,657500,1,3
2640,657000,1,4
1920,655000,2,2
920,639000,3,2
1580,610000,4,2
1940,600000,3,2
2580,592000,5,3
1140,569950,2,3
1670,554000,5,2
1680,545000,1,3
2060,545000,3,1
2320,540500,5,1
2370,535000,4,1
1250,525000,2,2
1340,525000,1,3
1240,505000,5,3
1640,500000,4,1
1520,499950,4,1
1180,475000,4,1
1790,469000,1,3
840,445000,3,1
1560,439000,3,4
2700,426500,2,3
1500,418000,2,3
1160,416100,4,3
1470,410000,3,2
2350,400000,3,1
3020,379900,5,4
1080,379000,1,3
2380,360000,5,2
2110,355000,4,3
1170,350000,1,1
2800,350000,3,2
860,350000,1,4
1500,348000,3,3
1670,345000,4,2
1100,342500,1,3
1420,336500,3,2
2340,315000,2,4
1480,307150,4,2
1714,307000,4,4
970,303000,4,4
740,295000,2,3
1720,290256,4,4
670,279000,2,2
1889,277950,1,1
1830,275000,2,3
1550,273500,2,1
1530,265000,2,4
1180,263000,1,2
1490,260000,5,3
1440,250000,2,4
1010,250000,1,1
960,242000,3,1
1130,231500,2,4
1070,200000,5,4
860,195000,4,1
920,152000,2,2
1200,150000,4,3
740,114975,1,1
3905,2920000,3,2
2020,1650000,1,4
3420,1500000,3,1
2280,1480000,3,3
3860,1070000,3,4
4300,975000,3,2
3520,859990,4,3
3190,814842,3,1
2900,808900,1,2
3220,800000,2,3
3560,790000,4,1
3500,790000,2,4
3190,780000,4,4
2050,745000,2,1
3320,665000,2,4
1060,641200,1,4
2320,640000,1,3
3030,635000,5,4
910,625000,4,1
1470,625000,4,4
1710,620000,3,4
2090,601000,1,4
1590,582000,5,1
2310,580000,1,2
1790,578000,1,4
1620,575000,4,1
1790,570000,5,4
1070,565000,5,4
1280,534950,1,3
1430,530000,5,4
1220,525000,4,3
1390,504600,4,1
1320,500000,4,1
2090,489900,4,4
2440,483000,4,4
1290,475000,5,1
1380,475000,1,2
1140,467000,3,2
1230,464950,4,3
1080,460000,5,2
1380,450000,5,4
1450,440000,1,1
1220,440000,1,2
1090,429950,1,2
1130,412000,3,4
1600,405000,4,2
1010,400000,4,2
930,397500,3,4
2240,389950,1,1
930,385000,4,1
1470,380000,1,1
1170,370000,1,3
1200,369950,3,4
2650,350000,1,1
2490,344200,4,3
1610,339900,4,1
1290,339000,2,2
1920,329950,2,1
1930,326000,2,1
1640,319000,2,4
1480,319000,4,2
1660,315000,4,4
1210,314000,2,2
1790,303000,1,4
1600,299950,3,3
1650,299000,3,1
840,290000,2,4
1220,289900,1,2
1690,270000,2,2
880,258000,3,1
1030,250000,4,3
920,250000,2,2
1440,246000,5,1
1570,235000,2,4
1330,230000,5,3
1140,206000,1,2
1820,205000,4,2
890,199990,4,3
810,194900,4,1
640,165000,5,3
950,162950,5,3
1000,160000,3,4
3010,839950,2,2
2900,690000,4,2
890,492000,2,4
900,451000,1,4
1270,369000,2,3
1530,335000,4,1
950,335000,4,1
1270,320000,2,2
1420,235000,5,3
2030,579000,1,1
1870,300000,1,2
1720,285000,4,1
3640,1750000,3,2
2360,1730000,2,2
3920,1520000,1,4
2330,1520000,4,1
2700,1370000,2,2
3730,1260000,1,3
4040,1220000,4,4
3430,1200000,5,2
2050,1110000,2,4
1550,1100000,5,1
5320,1060000,5,1
3000,1030000,1,1
1750,980000,2,2
2190,980000,4,2
3330,950000,4,4
3820,950000,4,1
3110,933399,5,1
3790,929950,3,3
2800,890000,1,3
2720,850000,1,4
1620,850000,2,4
1760,810000,2,2
1760,799950,5,2
2050,775000,1,2
1890,745000,4,2
2970,726000,4,3
2840,718500,1,3
1640,716100,5,2
2550,711000,5,1
1000,675000,2,1
2900,675000,5,3
1000,670000,3,1
1300,650000,3,1
1880,650000,4,3
1720,650000,5,4
920,650000,5,4
1910,650000,1,2
1610,630000,1,2
2660,629000,2,3
1250,615000,5,2
1630,610000,4,2
3030,608250,2,3
1270,605000,4,1
1640,602000,4,4
1240,600000,5,2
2950,599000,1,3
2320,585000,5,1
1020,580000,5,2
2660,580000,3,1
1010,576000,5,2
1490,575000,3,4
1800,575000,5,3
1500,575000,4,4
2640,570000,4,4
1210,560000,1,3
2120,559950,4,1
1570,555000,1,4
1400,550000,4,1
810,550000,3,1
850,540000,2,3
1180,529950,1,2
3070,529000,2,2
1180,525000,2,3
1510,516130,2,3
770,515000,5,2
1180,498000,5,1
1620,497000,3,4
1960,490000,1,4
1976,482000,4,3
1650,476000,5,2
1480,455000,4,4
1120,450000,1,3
2448,447055,4,1
1740,447000,3,2
1210,432000,3,3
1440,430000,4,2
1540,415000,5,2
1520,413000,5,3
1270,410000,4,4
1510,406500,5,1
950,397000,2,3
2200,396800,1,1
1240,390000,3,2
830,385000,3,1
1020,380000,3,4
1800,379900,3,1
1060,364500,4,1
1290,360000,4,2
950,359950,3,4
940,358000,5,1
1087,350000,5,4
2210,336000,1,1
1830,335000,5,2
1010,325000,1,2
1770,320900,2,3
1400,320000,4,2
2330,308000,1,4
2420,307999,2,1
1240,294950,5,2
1300,281000,5,4
900,279000,1,3
1540,270000,4,2
1150,270000,1,4
1080,269950,4,1
1170,265000,5,4
1170,252000,2,4
1010,240000,3,2
1280,239000,3,2
710,239000,2,3
920,210000,1,4
820,208000,2,1
590,202000,3,1
950,200000,2,2
1510,199000,3,1
1250,170000,3,3
1370,168000,3,1
2230,1600000,5,1
1910,1380000,5,2
1670,1300000,1,3
4240,1160000,2,1
1950,975000,2,2
2030,942500,4,2
2910,925000,2,4
2380,921000,4,1
2930,907687,4,4
1220,864000,2,2
3290,856500,5,3
2730,850000,1,1
1490,840500,4,1
2890,825000,2,3
1370,815000,2,1
1720,775000,5,1
2020,750000,4,4
2290,745000,2,2
3050,740000,2,4
2770,711000,5,1
3420,650000,4,4
2330,645000,1,2
1070,641000,3,1
2500,640000,1,4
1720,630000,4,1
2570,625000,3,2
1280,625000,1,4
1200,607500,5,1
1240,607000,3,3
940,600000,1,3
940,600000,5,1
2150,587000,1,1
2050,585000,5,4
2550,575000,5,4
2350,561600,4,2
2620,557500,2,4
2110,550000,1,2
2660,545000,2,2
3020,510000,3,3
2910,504058,2,3
1620,498000,1,1
1510,495000,2,2
1680,490000,1,2
1930,490000,2,2
2180,473000,5,2
1230,470000,3,1
1140,466000,2,2
890,448000,1,1
2430,445000,3,2
2190,432000,4,1
1710,431000,1,3
1440,430000,3,4
1970,425500,5,2
1320,409950,4,3
1640,409000,4,1
1010,405500,5,1
1480,402500,3,2
2300,400000,3,3
1590,399950,3,3
1220,396000,2,2
1250,390000,5,1
720,390000,2,1
1140,374000,4,4
1010,372000,5,3
2130,370000,2,4
1460,362764,2,3
1080,355000,5,3
2360,350000,1,1
1080,350000,1,2
1080,340000,4,3
1130,340000,4,4
1510,330000,3,2
1256,316750,4,1
1210,310000,3,3
1090,306000,5,4
1030,305000,2,4
2030,302000,5,1
1280,291000,3,3
1130,282500,4,1
2010,282000,5,1
1420,275000,3,4
1060,275000,5,4
1080,275000,2,2
1220,274700,4,1
1870,272000,3,2
1230,271900,3,3
1330,263000,2,2
940,252000,3,4
1000,250000,2,4
1470,245000,4,4
1120,242000,1,3
1400,238000,2,1
1160,237000,2,1
1060,219000,5,3
1040,212000,3,3
1060,205000,2,3
1840,190000,4,4
1990,185000,4,2
1510,185000,2,1
840,178000,3,3
1350,170000,2,3
550,115000,1,1
3680,1230000,3,3
2000,1170000,2,3
4475,1040000,2,4
2070,950000,4,3
3670,885250,1,3
2170,842000,4,4
3650,835000,3,1
1630,800000,2,4
2290,785000,2,4
2980,765000,5,3
3090,751000,2,1
1340,749950,4,4
1660,716000,4,1
2590,700000,4,2
3250,699188,3,2
1270,699000,3,1
1220,685000,2,4
1460,670000,4,1
1300,667000,4,4
1730,665000,4,3
3550,659950,1,2
1410,655000,3,4
1620,645000,3,3
1840,637000,4,2
1210,635000,1,1
1540,630000,4,3
860,626000,5,3
3500,623300,2,2
1350,595000,3,4
2340,572000,3,2
1110,565000,2,1
1540,565000,5,3
1460,560000,5,1
1110,550000,2,3
2290,550000,2,1
1380,549900,5,4
2360,542126,4,2
2290,540000,4,3
2500,525000,5,2
1240,520000,3,3
1360,520000,2,2
1370,520000,4,4
833,517534,2,1
2360,515000,2,4
1710,500000,4,1
1800,485000,3,2
1940,480000,3,1
3620,480000,1,3
3274,478830,4,3
1510,475000,3,1
1010,470000,2,1
